16, 11, 2018, 666
19, 11, 2018, 671
21, 11, 2018, 670
28, 11, 2018, 670
5, 12, 2018, 670
11, 12, 2018, 661
18, 12, 2018, 658
20, 12, 2018, 652
30, 12, 2018, 619
7, 1, 2019, 588
14, 1, 2019, 560
21, 1, 2019, 531
23, 1, 2019, 520
31, 1, 2019, 489
6, 2, 2019, 467
13, 2, 2019, 442
22, 2, 2019, 407
28, 2, 2019, 380
5, 3, 2019, 363
